Well,ID,target_name,Amp Score,Amp Status,Task,Cq,Cq_mean,Cq Standard Deviation,Quantity,quantity_mean,Quantity Standard Deviation,Intercept,R-Squared,Slope,Efficiency,Auto Threshold,Threshold,Auto Baseline,Baseline Start,Baseline End,Omit,Plate
A12,51,DWV,1.314,Amp,UNKNOWN,29.988,29.966,0.03,29.644,30.061,0.589,35.2228,0.993,-3.5567,91.05548,FALSE,0.137,TRUE,3,25,FALSE,32
B12,51,DWV,1.316,Amp,UNKNOWN,29.945,29.966,0.03,30.477,30.061,0.589,35.2228,0.993,-3.5567,91.05548,FALSE,0.137,TRUE,3,25,FALSE,32
G12,51,ACTIN,1.434,Amp,UNKNOWN,15.897,15.897,NA,585150.7,585150.7,NA,36.5667,0.9988,-3.584,90.11565,FALSE,0.267,TRUE,3,10,FALSE,32
C7,52,DWV,0.752,No Amp,UNKNOWN,37.886,37.25,0.9,0.178,0.292,0.161,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,34,FALSE,38
D7,52,DWV,0.89,Amp,UNKNOWN,36.614,37.25,0.9,0.406,0.292,0.161,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,33,FALSE,38
G7,52,ACTIN,1.189,Amp,UNKNOWN,26.67,25.921,1.059,577.149,1044.101,660.37,36.5667,0.9988,-3.584,90.11565,TRUE,0.122,TRUE,3,21,FALSE,38
H7,52,ACTIN,1.205,Amp,UNKNOWN,25.172,25.921,1.059,1511.053,1044.101,660.37,36.5667,0.9988,-3.584,90.11565,TRUE,0.122,TRUE,3,19,FALSE,38
C11,53,DWV,1.224,Amp,UNKNOWN,27.669,32.514,6.852,133.011,66.631,93.876,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,24,FALSE,38
D11,53,DWV,0.8,No Amp,UNKNOWN,37.358,32.514,6.852,0.251,66.631,93.876,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,34,FALSE,38
G11,53,ACTIN,1.276,Amp,UNKNOWN,21.777,22.672,1.266,13385.644,8812.146,6467.902,36.5667,0.9988,-3.584,90.11565,TRUE,0.122,TRUE,3,17,FALSE,38
H11,53,ACTIN,1.205,Amp,UNKNOWN,23.567,22.672,1.266,4238.648,8812.146,6467.902,36.5667,0.9988,-3.584,90.11565,TRUE,0.122,TRUE,3,18,FALSE,38
C2,54,DWV,1.274,Amp,UNKNOWN,26.615,26.748,0.188,263.084,242.254,29.458,35.2228,0.993,-3.5567,91.05548,FALSE,0.137,TRUE,3,22,FALSE,32
D2,54,DWV,1.263,Amp,UNKNOWN,26.882,26.748,0.188,221.424,242.254,29.458,35.2228,0.993,-3.5567,91.05548,FALSE,0.137,TRUE,3,22,FALSE,32
H2,54,ACTIN,1.426,Amp,UNKNOWN,17.482,17.482,NA,211401.06,211401.06,NA,36.5667,0.9988,-3.584,90.11565,FALSE,0.267,TRUE,3,11,FALSE,32
C3,55,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,38
D3,55,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,38
G3,55,ACTIN,1.189,Amp,UNKNOWN,23.455,24,0.771,4554.258,3407.058,1622.386,36.5667,0.9988,-3.584,90.11565,TRUE,0.122,TRUE,3,18,FALSE,38
H3,55,ACTIN,1.2,Amp,UNKNOWN,24.546,24,0.771,2259.858,3407.058,1622.386,36.5667,0.9988,-3.584,90.11565,TRUE,0.122,TRUE,3,19,FALSE,38
A4,56,DWV,1.314,Amp,UNKNOWN,27.438,27.414,0.033,154.455,156.857,3.398,35.2228,0.993,-3.5567,91.05548,TRUE,0.076,TRUE,3,23,FALSE,39
B4,56,DWV,1.324,Amp,UNKNOWN,27.391,27.414,0.033,159.26,156.857,3.398,35.2228,0.993,-3.5567,91.05548,TRUE,0.076,TRUE,3,23,FALSE,39
E4,56,ACTIN,1.446,Amp,UNKNOWN,16.568,16.65,0.115,380103.72,361207.06,26723.938,36.5667,0.9988,-3.584,90.11565,TRUE,0.209,TRUE,3,11,FALSE,39
F4,56,ACTIN,1.441,Amp,UNKNOWN,16.731,16.65,0.115,342310.38,361207.06,26723.938,36.5667,0.9988,-3.584,90.11565,TRUE,0.209,TRUE,3,11,FALSE,39
C3,57,DWV,1.286,Amp,UNKNOWN,28.311,28.334,0.033,87.773,86.473,1.837,35.2228,0.993,-3.5567,91.05548,FALSE,0.137,TRUE,3,23,FALSE,32
D3,57,DWV,1.29,Amp,UNKNOWN,28.357,28.334,0.033,85.174,86.473,1.837,35.2228,0.993,-3.5567,91.05548,FALSE,0.137,TRUE,3,23,FALSE,32
H3,57,ACTIN,1.419,Amp,UNKNOWN,16.735,16.735,NA,341404.28,341404.28,NA,36.5667,0.9988,-3.584,90.11565,FALSE,0.267,TRUE,3,11,FALSE,32
C4,60,DWV,1.318,Amp,UNKNOWN,25.934,26.102,0.239,409.01,368.873,56.761,35.2228,0.993,-3.5567,91.05548,FALSE,0.137,TRUE,3,21,FALSE,32
D4,60,DWV,1.321,Amp,UNKNOWN,26.271,26.102,0.239,328.737,368.873,56.761,35.2228,0.993,-3.5567,91.05548,FALSE,0.137,TRUE,3,21,FALSE,32
H4,60,ACTIN,1.434,Amp,UNKNOWN,16.642,16.642,NA,362630.34,362630.34,NA,36.5667,0.9988,-3.584,90.11565,FALSE,0.267,TRUE,3,11,FALSE,32
C5,62,DWV,1.306,Amp,UNKNOWN,28.02,27.994,0.036,105.957,107.74,2.522,35.2228,0.993,-3.5567,91.05548,FALSE,0.137,TRUE,3,23,FALSE,32
D5,62,DWV,1.287,Amp,UNKNOWN,27.969,27.994,0.036,109.523,107.74,2.522,35.2228,0.993,-3.5567,91.05548,FALSE,0.137,TRUE,3,23,FALSE,32
H5,62,ACTIN,1.434,Amp,UNKNOWN,17.102,17.102,NA,269753.88,269753.88,NA,36.5667,0.9988,-3.584,90.11565,FALSE,0.267,TRUE,3,11,FALSE,32
C6,66,DWV,1.319,Amp,UNKNOWN,29.802,29.635,0.236,33.429,37.456,5.696,35.2228,0.993,-3.5567,91.05548,TRUE,0.076,TRUE,3,26,FALSE,39
D6,66,DWV,1.315,Amp,UNKNOWN,29.469,29.635,0.236,41.484,37.456,5.696,35.2228,0.993,-3.5567,91.05548,TRUE,0.076,TRUE,3,25,FALSE,39
G6,66,ACTIN,1.443,Amp,UNKNOWN,16.643,16.4,0.344,362208.44,428669.84,93990.66,36.5667,0.9988,-3.584,90.11565,TRUE,0.209,TRUE,3,11,FALSE,39
H6,66,ACTIN,1.428,Amp,UNKNOWN,16.157,16.4,0.344,495131.28,428669.84,93990.66,36.5667,0.9988,-3.584,90.11565,TRUE,0.209,TRUE,3,11,FALSE,39
C7,70,DWV,1.32,Amp,UNKNOWN,31.42,32.244,1.166,11.73,7.882,5.442,35.2228,0.993,-3.5567,91.05548,TRUE,0.076,TRUE,3,27,FALSE,39
D7,70,DWV,1.327,Amp,UNKNOWN,33.069,32.244,1.166,4.034,7.882,5.442,35.2228,0.993,-3.5567,91.05548,TRUE,0.076,TRUE,3,29,FALSE,39
G7,70,ACTIN,1.437,Amp,UNKNOWN,17.498,17.419,0.113,209112.66,220375.73,15928.396,36.5667,0.9988,-3.584,90.11565,TRUE,0.209,TRUE,3,12,FALSE,39
H7,70,ACTIN,1.434,Amp,UNKNOWN,17.339,17.419,0.113,231638.81,220375.73,15928.396,36.5667,0.9988,-3.584,90.11565,TRUE,0.209,TRUE,3,12,FALSE,39
A11,74,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,38
B11,74,DWV,0.613,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,38
E11,74,ACTIN,1.219,Amp,UNKNOWN,28.426,26.183,3.172,186.781,1760.903,2226.145,36.5667,0.9988,-3.584,90.11565,TRUE,0.122,TRUE,3,23,FALSE,38
F11,74,ACTIN,1.302,Amp,UNKNOWN,23.94,26.183,3.172,3335.025,1760.903,2226.145,36.5667,0.9988,-3.584,90.11565,TRUE,0.122,TRUE,3,18,FALSE,38
C5,79,DWV,1.257,Amp,UNKNOWN,31.791,29.64,3.042,9.226,79.327,99.139,35.2228,0.993,-3.5567,91.05548,TRUE,0.109,TRUE,3,27,FALSE,36
D5,79,DWV,1.274,Amp,UNKNOWN,27.489,29.64,3.042,149.429,79.327,99.139,35.2228,0.993,-3.5567,91.05548,TRUE,0.109,TRUE,3,23,FALSE,36
G5,79,ACTIN,1.413,Amp,UNKNOWN,17.358,16.876,0.681,228854.92,326910,138670.83,36.5667,0.9988,-3.584,90.11565,TRUE,0.086,TRUE,3,13,FALSE,36
H5,79,ACTIN,1.409,Amp,UNKNOWN,16.395,16.876,0.681,424965.1,326910,138670.83,36.5667,0.9988,-3.584,90.11565,TRUE,0.086,TRUE,3,12,FALSE,36
C6,80,DWV,1.309,Amp,UNKNOWN,29.308,29.106,0.286,46.036,52.915,9.728,35.2228,0.993,-3.5567,91.05548,FALSE,0.137,TRUE,3,24,FALSE,32
D6,80,DWV,1.325,Amp,UNKNOWN,28.904,29.106,0.286,59.794,52.915,9.728,35.2228,0.993,-3.5567,91.05548,FALSE,0.137,TRUE,3,24,FALSE,32
H6,80,ACTIN,1.439,Amp,UNKNOWN,16.208,16.208,NA,478962.94,478962.94,NA,36.5667,0.9988,-3.584,90.11565,FALSE,0.267,TRUE,3,10,FALSE,32
C7,81,DWV,1.309,Amp,UNKNOWN,31.103,31.525,0.597,14.397,11.366,4.286,35.2228,0.993,-3.5567,91.05548,FALSE,0.137,TRUE,3,26,FALSE,32
D7,81,DWV,1.315,Amp,UNKNOWN,31.947,31.525,0.597,8.335,11.366,4.286,35.2228,0.993,-3.5567,91.05548,FALSE,0.137,TRUE,3,27,FALSE,32
H7,81,ACTIN,1.439,Amp,UNKNOWN,17.02,17.02,NA,284430.84,284430.84,NA,36.5667,0.9988,-3.584,90.11565,FALSE,0.267,TRUE,3,11,FALSE,32
A9,82,DWV,1.319,Amp,UNKNOWN,25.976,25.885,0.129,398.008,422.867,35.155,35.2228,0.993,-3.5567,91.05548,TRUE,0.076,TRUE,3,22,FALSE,39
B9,82,DWV,1.323,Amp,UNKNOWN,25.794,25.885,0.129,447.725,422.867,35.155,35.2228,0.993,-3.5567,91.05548,TRUE,0.076,TRUE,3,22,FALSE,39
E9,82,ACTIN,1.439,Amp,UNKNOWN,16.339,16.383,0.063,440512.75,428290.75,17284.531,36.5667,0.9988,-3.584,90.11565,TRUE,0.209,TRUE,3,11,FALSE,39
F9,82,ACTIN,1.443,Amp,UNKNOWN,16.428,16.383,0.063,416068.75,428290.75,17284.531,36.5667,0.9988,-3.584,90.11565,TRUE,0.209,TRUE,3,11,FALSE,39
A12,83,DWV,1.307,Amp,UNKNOWN,30.144,29.682,0.652,26.796,37.741,15.478,35.2228,0.993,-3.5567,91.05548,TRUE,0.076,TRUE,3,26,FALSE,39
B12,83,DWV,1.32,Amp,UNKNOWN,29.221,29.682,0.652,48.686,37.741,15.478,35.2228,0.993,-3.5567,91.05548,TRUE,0.076,TRUE,3,25,FALSE,39
E12,83,ACTIN,1.426,Amp,UNKNOWN,15.689,15.611,0.11,668899.7,703970.1,49597.105,36.5667,0.9988,-3.584,90.11565,TRUE,0.209,TRUE,3,10,FALSE,39
F12,83,ACTIN,1.446,Amp,UNKNOWN,15.533,15.611,0.11,739040.56,703970.1,49597.105,36.5667,0.9988,-3.584,90.11565,TRUE,0.209,TRUE,3,10,FALSE,39
A5,85,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.109,TRUE,3,39,FALSE,36
B5,85,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.109,TRUE,3,39,FALSE,36
E5,85,ACTIN,0,No Amp,UNKNOWN,Undetermined,34.362,NA,3.03E+10,4.123,NA,36.5667,0.9988,-3.584,90.11565,TRUE,0.086,TRUE,3,39,FALSE,36
F5,85,ACTIN,1.06,Amp,UNKNOWN,34.362,34.362,NA,4.123,4.123,NA,36.5667,0.9988,-3.584,90.11565,TRUE,0.086,TRUE,3,29,FALSE,36
C8,86,DWV,1.319,Amp,UNKNOWN,30.377,30.18,0.279,23.037,26.391,4.744,35.2228,0.993,-3.5567,91.05548,FALSE,0.137,TRUE,3,25,FALSE,32
D8,86,DWV,1.327,Amp,UNKNOWN,29.982,30.18,0.279,29.745,26.391,4.744,35.2228,0.993,-3.5567,91.05548,FALSE,0.137,TRUE,3,25,FALSE,32
H8,86,ACTIN,1.446,Amp,UNKNOWN,16.113,16.113,NA,509134.9,509134.9,NA,36.5667,0.9988,-3.584,90.11565,FALSE,0.267,TRUE,3,10,FALSE,32
A10,88,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,38
B10,88,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,38
E10,88,ACTIN,1.258,Amp,UNKNOWN,24.286,22.765,2.151,2670.295,10757.295,11436.744,36.5667,0.9988,-3.584,90.11565,TRUE,0.122,TRUE,3,19,FALSE,38
F10,88,ACTIN,1.316,Amp,UNKNOWN,21.244,22.765,2.151,18844.295,10757.295,11436.744,36.5667,0.9988,-3.584,90.11565,TRUE,0.122,TRUE,3,16,FALSE,38
G1,89,ACTIN,1.421,Amp,UNKNOWN,14.542,14.718,0.25,1397573.2,1255800.5,200496.97,36.5667,0.9988,-3.584,90.11565,TRUE,0.086,TRUE,3,10,FALSE,36
H1,89,ACTIN,1.341,Amp,UNKNOWN,14.895,14.718,0.25,1114027.8,1255800.5,200496.97,36.5667,0.9988,-3.584,90.11565,TRUE,0.086,TRUE,3,11,FALSE,36
D2,89,DWV,1.29,Amp,UNKNOWN,28.58,28.456,0.254,73.745,80.664,13.819,35.2228,0.993,-3.5567,91.05548,TRUE,0.065,TRUE,3,25,FALSE,41
E2,89,DWV,1.29,Amp,UNKNOWN,28.624,28.456,0.254,71.672,80.664,13.819,35.2228,0.993,-3.5567,91.05548,TRUE,0.065,TRUE,3,25,FALSE,41
F2,89,DWV,1.301,Amp,UNKNOWN,28.163,28.456,0.254,96.576,80.664,13.819,35.2228,0.993,-3.5567,91.05548,TRUE,0.065,TRUE,3,24,FALSE,41
A9,91,DWV,0.741,No Amp,UNKNOWN,38.229,38.781,0.78,0.143,0.106,0.052,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,35,FALSE,38
B9,91,DWV,0.606,No Amp,UNKNOWN,39.333,38.781,0.78,0.07,0.106,0.052,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,35,FALSE,38
E9,91,ACTIN,1.267,Amp,UNKNOWN,26.908,27.054,0.207,495.343,452.929,59.982,36.5667,0.9988,-3.584,90.11565,TRUE,0.122,TRUE,3,20,FALSE,38
F9,91,ACTIN,1.168,Amp,UNKNOWN,27.201,27.054,0.207,410.515,452.929,59.982,36.5667,0.9988,-3.584,90.11565,TRUE,0.122,TRUE,3,20,FALSE,38
C10,95,DWV,1.314,Amp,UNKNOWN,27.317,27.344,0.038,167.012,164.181,4.003,35.2228,0.993,-3.5567,91.05548,FALSE,0.137,TRUE,3,22,FALSE,32
D10,95,DWV,1.314,Amp,UNKNOWN,27.37,27.344,0.038,161.35,164.181,4.003,35.2228,0.993,-3.5567,91.05548,FALSE,0.137,TRUE,3,22,FALSE,32
H10,95,ACTIN,1.428,Amp,UNKNOWN,16.587,16.587,NA,375565,375565,NA,36.5667,0.9988,-3.584,90.11565,FALSE,0.267,TRUE,3,11,FALSE,32
C4,96,DWV,1.048,No Amp,UNKNOWN,37.936,33.447,6.348,0.173,28.957,40.707,35.2228,0.993,-3.5567,91.05548,TRUE,0.109,TRUE,3,33,FALSE,36
D4,96,DWV,1.3,Amp,UNKNOWN,28.958,33.447,6.348,57.741,28.957,40.707,35.2228,0.993,-3.5567,91.05548,TRUE,0.109,TRUE,3,24,FALSE,36
G4,96,ACTIN,1.419,Amp,UNKNOWN,15.916,15.399,0.731,577981.2,850319.9,385145.1,36.5667,0.9988,-3.584,90.11565,TRUE,0.086,TRUE,3,12,FALSE,36
H4,96,ACTIN,1.423,Amp,UNKNOWN,14.883,15.399,0.731,1122658.6,850319.9,385145.1,36.5667,0.9988,-3.584,90.11565,TRUE,0.086,TRUE,3,11,FALSE,36
C11,97,DWV,1.314,Amp,UNKNOWN,22.672,22.419,0.357,3379.08,4032.495,924.068,35.2228,0.993,-3.5567,91.05548,FALSE,0.137,TRUE,3,17,FALSE,32
D11,97,DWV,1.321,Amp,UNKNOWN,22.167,22.419,0.357,4685.91,4032.495,924.068,35.2228,0.993,-3.5567,91.05548,FALSE,0.137,TRUE,3,17,FALSE,32
H11,97,ACTIN,1.437,Amp,UNKNOWN,15.838,15.838,NA,607506.94,607506.94,NA,36.5667,0.9988,-3.584,90.11565,FALSE,0.267,TRUE,3,10,FALSE,32
C12,98,DWV,1.302,Amp,UNKNOWN,24.685,24.665,0.028,918.032,930.163,17.156,35.2228,0.993,-3.5567,91.05548,FALSE,0.137,TRUE,3,20,FALSE,32
D12,98,DWV,1.311,Amp,UNKNOWN,24.645,24.665,0.028,942.295,930.163,17.156,35.2228,0.993,-3.5567,91.05548,FALSE,0.137,TRUE,3,20,FALSE,32
H12,98,ACTIN,1.42,Amp,UNKNOWN,16.634,16.634,NA,364406.34,364406.34,NA,36.5667,0.9988,-3.584,90.11565,FALSE,0.267,TRUE,3,11,FALSE,32
E1,103,DWV,1.327,Amp,UNKNOWN,24.247,24.193,0.077,1218.542,1262.969,62.828,35.2228,0.993,-3.5567,91.05548,FALSE,0.137,TRUE,3,19,FALSE,32
F1,103,DWV,1.324,Amp,UNKNOWN,24.139,24.193,0.077,1307.395,1262.969,62.828,35.2228,0.993,-3.5567,91.05548,FALSE,0.137,TRUE,3,19,FALSE,32
F12,103,ACTIN,1.443,Amp,UNKNOWN,16.116,16.116,NA,508378.06,508378.06,NA,36.5667,0.9988,-3.584,90.11565,FALSE,0.267,TRUE,3,10,FALSE,32
A7,104,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.109,TRUE,3,39,FALSE,36
B7,104,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.109,TRUE,3,39,FALSE,36
E7,104,ACTIN,0,No Amp,UNKNOWN,Undetermined,27.172,NA,3.03E+10,418.028,NA,36.5667,0.9988,-3.584,90.11565,TRUE,0.086,TRUE,3,39,FALSE,36
F7,104,ACTIN,1.201,Amp,UNKNOWN,27.172,27.172,NA,418.028,418.028,NA,36.5667,0.9988,-3.584,90.11565,TRUE,0.086,TRUE,3,22,FALSE,36
A8,109,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.109,TRUE,3,39,FALSE,36
B8,109,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.109,TRUE,3,39,FALSE,36
E8,109,ACTIN,0,No Amp,UNKNOWN,Undetermined,26.561,NA,3.03E+10,619.002,NA,36.5667,0.9988,-3.584,90.11565,TRUE,0.086,TRUE,3,39,FALSE,36
F8,109,ACTIN,1.224,Amp,UNKNOWN,26.561,26.561,NA,619.002,619.002,NA,36.5667,0.9988,-3.584,90.11565,TRUE,0.086,TRUE,3,21,FALSE,36
A6,110,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.109,TRUE,3,39,FALSE,36
B6,110,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.109,TRUE,3,39,FALSE,36
E6,110,ACTIN,0,No Amp,UNKNOWN,Undetermined,33.229,NA,3.03E+10,8.539,NA,36.5667,0.9988,-3.584,90.11565,TRUE,0.086,TRUE,3,39,FALSE,36
F6,110,ACTIN,1.086,Amp,UNKNOWN,33.229,33.229,NA,8.539,8.539,NA,36.5667,0.9988,-3.584,90.11565,TRUE,0.086,TRUE,3,28,FALSE,36
G1,111,ACTIN,1.179,Amp,UNKNOWN,30.553,30.553,NA,47.645,47.645,NA,36.5667,0.9988,-3.584,90.11565,TRUE,0.122,TRUE,3,24,FALSE,38
H1,111,ACTIN,0,No Amp,UNKNOWN,Undetermined,30.553,NA,3.03E+10,47.645,NA,36.5667,0.9988,-3.584,90.11565,TRUE,0.122,TRUE,3,39,FALSE,38
A1,111,DWV,1.303,Amp,UNKNOWN,23.326,23.249,0.111,2211.97,2329.442,170.795,35.2228,0.993,-3.5567,91.05548,TRUE,0.065,TRUE,3,19,FALSE,41
B1,111,DWV,1.302,Amp,UNKNOWN,23.299,23.249,0.111,2250.989,2329.442,170.795,35.2228,0.993,-3.5567,91.05548,TRUE,0.065,TRUE,3,19,FALSE,41
C1,111,DWV,1.309,Amp,UNKNOWN,23.122,23.249,0.111,2525.368,2329.442,170.795,35.2228,0.993,-3.5567,91.05548,TRUE,0.065,TRUE,3,19,FALSE,41
C10,113,DWV,1.32,Amp,UNKNOWN,24.168,23.882,0.405,1282.455,1570.216,406.956,35.2228,0.993,-3.5567,91.05548,TRUE,0.076,TRUE,3,20,FALSE,39
D10,113,DWV,1.339,Amp,UNKNOWN,23.596,23.882,0.405,1857.977,1570.216,406.956,35.2228,0.993,-3.5567,91.05548,TRUE,0.076,TRUE,3,20,FALSE,39
G10,113,ACTIN,1.432,Amp,UNKNOWN,17.141,17.066,0.106,263076.38,276337.53,18754.105,36.5667,0.9988,-3.584,90.11565,TRUE,0.209,TRUE,3,12,FALSE,39
H10,113,ACTIN,1.442,Amp,UNKNOWN,16.992,17.066,0.106,289598.7,276337.53,18754.105,36.5667,0.9988,-3.584,90.11565,TRUE,0.209,TRUE,3,12,FALSE,39
E8,114,ACTIN,1.267,Amp,UNKNOWN,27.652,23.806,5.439,307.213,21665.584,30205.297,36.5667,0.9988,-3.584,90.11565,TRUE,0.122,TRUE,3,22,FALSE,38
F8,114,ACTIN,1.371,Amp,UNKNOWN,19.959,23.806,5.439,43023.953,21665.584,30205.297,36.5667,0.9988,-3.584,90.11565,TRUE,0.122,TRUE,3,15,FALSE,38
D3,114,DWV,1.32,Amp,UNKNOWN,25.176,25.321,0.491,668.125,627.984,184.299,35.2228,0.993,-3.5567,91.05548,TRUE,0.065,TRUE,3,21,FALSE,41
E3,114,DWV,1.315,Amp,UNKNOWN,24.919,25.321,0.491,788.904,627.984,184.299,35.2228,0.993,-3.5567,91.05548,TRUE,0.065,TRUE,3,21,FALSE,41
F3,114,DWV,1.294,Amp,UNKNOWN,25.867,25.321,0.491,426.923,627.984,184.299,35.2228,0.993,-3.5567,91.05548,TRUE,0.065,TRUE,3,22,FALSE,41
A12,116,DWV,1.068,Amp,UNKNOWN,31.13,30.245,1.251,14.146,29.317,21.454,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,28,FALSE,38
B12,116,DWV,1.116,Amp,UNKNOWN,29.361,30.245,1.251,44.487,29.317,21.454,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,26,FALSE,38
E12,116,ACTIN,1.22,Amp,UNKNOWN,23.363,23.104,0.367,4831.118,5786.569,1351.212,36.5667,0.9988,-3.584,90.11565,TRUE,0.122,TRUE,3,17,FALSE,38
F12,116,ACTIN,1.221,Amp,UNKNOWN,22.844,23.104,0.367,6742.02,5786.569,1351.212,36.5667,0.9988,-3.584,90.11565,TRUE,0.122,TRUE,3,18,FALSE,38
C2,118,DWV,0.605,No Amp,UNKNOWN,Undetermined,24.297,NA,1.53E+10,1179.911,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.109,TRUE,3,35,FALSE,36
D2,118,DWV,1.275,Amp,UNKNOWN,24.297,24.297,NA,1179.911,1179.911,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.109,TRUE,3,20,FALSE,36
G2,118,ACTIN,1.412,Amp,UNKNOWN,15.805,15.7,0.149,620626.6,665558.1,63542.74,36.5667,0.9988,-3.584,90.11565,TRUE,0.086,TRUE,3,12,FALSE,36
H2,118,ACTIN,1.398,Amp,UNKNOWN,15.595,15.7,0.149,710489.6,665558.1,63542.74,36.5667,0.9988,-3.584,90.11565,TRUE,0.086,TRUE,3,11,FALSE,36
C6,122,DWV,1.265,Amp,UNKNOWN,34.32,31.912,3.405,1.794,21.158,27.384,35.2228,0.993,-3.5567,91.05548,TRUE,0.109,TRUE,3,30,FALSE,36
D6,122,DWV,1.296,Amp,UNKNOWN,29.505,31.912,3.405,40.521,21.158,27.384,35.2228,0.993,-3.5567,91.05548,TRUE,0.109,TRUE,3,25,FALSE,36
G6,122,ACTIN,1.431,Amp,UNKNOWN,15.837,15.52,0.448,608093.5,760931.9,216146.12,36.5667,0.9988,-3.584,90.11565,TRUE,0.086,TRUE,3,12,FALSE,36
H6,122,ACTIN,1.419,Amp,UNKNOWN,15.203,15.52,0.448,913770.25,760931.9,216146.12,36.5667,0.9988,-3.584,90.11565,TRUE,0.086,TRUE,3,11,FALSE,36
C8,123,DWV,1.338,Amp,UNKNOWN,24.645,24.545,0.141,942.236,1007.286,91.994,35.2228,0.993,-3.5567,91.05548,TRUE,0.076,TRUE,3,20,FALSE,39
D8,123,DWV,1.339,Amp,UNKNOWN,24.445,24.545,0.141,1072.336,1007.286,91.994,35.2228,0.993,-3.5567,91.05548,TRUE,0.076,TRUE,3,20,FALSE,39
G8,123,ACTIN,1.456,Amp,UNKNOWN,16.771,16.699,0.101,333707.97,349800.84,22758.736,36.5667,0.9988,-3.584,90.11565,TRUE,0.209,TRUE,3,11,FALSE,39
H8,123,ACTIN,1.448,Amp,UNKNOWN,16.628,16.699,0.101,365893.7,349800.84,22758.736,36.5667,0.9988,-3.584,90.11565,TRUE,0.209,TRUE,3,11,FALSE,39
C9,147,DWV,1.31,Amp,UNKNOWN,28.618,28.463,0.219,71.952,79.94,11.296,35.2228,0.993,-3.5567,91.05548,TRUE,0.118,TRUE,3,24,FALSE,37
D9,147,DWV,1.319,Amp,UNKNOWN,28.308,28.463,0.219,87.927,79.94,11.296,35.2228,0.993,-3.5567,91.05548,TRUE,0.118,TRUE,3,23,FALSE,37
G9,147,ACTIN,1.424,Amp,UNKNOWN,16.374,16.685,0.441,430750.1,359683.72,100503.02,36.5667,0.9988,-3.584,90.11565,TRUE,0.21,TRUE,3,11,FALSE,37
H9,147,ACTIN,1.411,Amp,UNKNOWN,16.997,16.685,0.441,288617.34,359683.72,100503.02,36.5667,0.9988,-3.584,90.11565,TRUE,0.21,TRUE,3,11,FALSE,37
C8,148,DWV,1.295,Amp,UNKNOWN,28.105,28.088,0.024,100.276,101.409,1.602,35.2228,0.993,-3.5567,91.05548,TRUE,0.118,TRUE,3,23,FALSE,37
